,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
156,TSLA230512C00220000,2023-05-03 19:40:03+00:00,220.0,0.02,0.02,0.03,-0.01,-33.333336,618.0,1346,0.710940390625,False,REGULAR,USD
157,TSLA230512C00225000,2023-05-03 19:54:57+00:00,225.0,0.02,0.01,0.03,0.0,0.0,59.0,854,0.73437765625,False,REGULAR,USD
158,TSLA230512C00230000,2023-05-03 17:59:41+00:00,230.0,0.02,0.01,0.02,0.0,0.0,57.0,860,0.7578149218750001,False,REGULAR,USD
159,TSLA230512C00235000,2023-05-02 16:43:38+00:00,235.0,0.02,0.01,0.02,0.01,100.0,2.0,653,0.79687703125,False,REGULAR,USD
160,TSLA230512C00240000,2023-05-03 16:33:25+00:00,240.0,0.01,0.01,0.03,-0.01,-50.0,88.0,628,0.85937640625,False,REGULAR,USD
161,TSLA230512C00245000,2023-05-03 19:46:32+00:00,245.0,0.01,0.0,0.01,0.0,0.0,114.0,273,0.79687703125,False,REGULAR,USD
162,TSLA230512C00250000,2023-05-03 15:34:56+00:00,250.0,0.01,0.0,0.01,0.0,0.0,5.0,3768,0.8437515624999999,False,REGULAR,USD
163,TSLA230512C00255000,2023-05-02 16:34:19+00:00,255.0,0.01,0.0,0.01,0.0,0.0,14.0,476,0.87500125,False,REGULAR,USD
164,TSLA230512C00260000,2023-05-03 17:22:05+00:00,260.0,0.01,0.0,0.01,-0.01,-50.0,5.0,3245,0.9062509375,False,REGULAR,USD
165,TSLA230512C00265000,2023-05-03 13:58:49+00:00,265.0,0.01,0.0,0.01,-0.01,-50.0,1.0,173,0.937500625,False,REGULAR,USD
